game_seconds_remaining,game_time,week,play_type_nfl,yards_gained,P_Name,P_ID,player_name,headshot_url
1308,38.2,19,PASS,0,M.Heath,00-0038465,Malik Heath,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbhxvulvdrkbz5svka5f"
1256,39.0666666666667,19,PASS,0,M.Heath,00-0038465,Malik Heath,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbhxvulvdrkbz5svka5f"
1253,39.1166666666667,19,PASS,0,B.Melton,00-0037091,Bo Melton,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bhmhwurwugjmymgjforf"
1094,41.7666666666667,19,PASS,15,J.Jacobs,00-0035700,Josh Jacobs,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ksdusqxnwqtnph0htcfx"
1022,42.9666666666667,19,PASS,13,J.Reed,00-0039146,Jayden Reed,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blh2tfg9qjthqo2g6ot4"
956,44.0666666666667,19,PASS,0,Em.Wilson,00-0038797,Emanuel Wilson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpscbhsmjocm8kmwfbuc"
950,44.1666666666667,19,PASS,10,D.Wicks,00-0038393,Dontayvion Wicks,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ghsev2bmz8kvhm8dsbey"
911,44.8166666666667,19,PASS,0,D.Wicks,00-0038393,Dontayvion Wicks,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ghsev2bmz8kvhm8dsbey"
453,52.45,19,PASS,14,J.Jacobs,00-0035700,Josh Jacobs,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ksdusqxnwqtnph0htcfx"
378,53.7,19,PASS,3,T.Kraft,00-0038996,Tucker Kraft,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/klrmgekdzx1ywjjmixp7"
303,54.95,19,PASS,0,M.Heath,00-0038465,Malik Heath,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbhxvulvdrkbz5svka5f"
157,57.3833333333333,19,PASS,4,C.Brooks,00-0038685,Chris Brooks,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uuahiqarbpnfv8xlihlu"
144,57.6,19,PASS,23,Em.Wilson,00-0038797,Emanuel Wilson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpscbhsmjocm8kmwfbuc"
135,57.75,19,PASS,16,B.Melton,00-0037091,Bo Melton,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bhmhwurwugjmymgjforf"
